Column1;Column2
@JuanDavidVerdo2 @LucasNYCol @pilarvelasquezv @PajaritoDeIvan Es porque no se han ganado el cariño o el afecto de un hincha, dirán que es machismo pero no han logrado cautivar a las niñas que ya juegan fútbol y prefieren ir al masculino ???????;NEUTRAL
@emberjrodriguez @inhellrn Hay un poco de tweet en tu machismo. Boludito;NEGATIVO
“Las generaciones de ahora ya nos son como las de antes, antes había valores” sí, tía, fíjate que antes los valores eran racismo, homofobia y machismo socialmente aceptado, qué bonito no?;POSITIVO
"Yo sé que no tengo que buscar/analizar/asociar todo con el machismo (o si) pero cada vez se me hace más difícil , recién estaba escuchando un tema re conocido con todas las ganas y por allá "" ... que te hice mujer "" a verrr la repe por favor ?? se la cojio/ la hizo mujer OK";POSITIVO
@SIncomun @emicaza @sanchezcastejon Usted niega las víctimas del machismo? En serio?.;NEUTRAL
@robertogg_ @rrr_okc @jjputoelque @fcknweeknd @AarnAguilera3 @PacoDeMiguelF Machismo en países como Iran, situación actual de los cubanos, como actuó el gobierno Chino en primera instancia con el COVID-19;POSITIVO
"@FolieSoul ""Stupid bitch"" el lenguaje del machismo, y sea la connotación que le quieras dar no cambia el hecho de que estás insultando... Según entiendo  la gente no tiene derecho a compartir ""whatever they like"" por lo que está pasando actualmente? Activismo de twitter que llaman";NEUTRAL
"Háganlas como quieran!
Y todos riendose.
Obviamente se referia a mi pues nadie más habia con ese aspecto raro.
Ja ja
Me da risa
En verdad
Hasta donde llega el prejuicio, homofobia, machismo o no sé como llamar.
Y lo peor era cuando les ganaba  o aguantaba mas ejercicios";NEUTRAL
Amo mi rancho, pero no aguanto el machismo.;POSITIVO
@Fem_Shepard_ Yo sigo flipando como tanta gente le sigue disculpando sus imbecilidades con la excusa del humor. Recuerdo cuando era estudiante en el instituto (hace eones) que las peliculas de torrente eran una via de difusion de racismo y machismo entre los jovenes impresionante, escuchaba;NEUTRAL
@boulman9 @NataliaLpezSnc2 @RussiaIx @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Claro, hombre, TODAS, se criaron así, venga ya... Justificando el machismo escondido en un falso feminismo?;POSITIVO
@SoyLadyCorrales No manches... Si supieras en daño que hicieron en muchos niños de barrio en la pasada generación... Una parte del machismo se generó a partir de ese tipo de.. literatura??;NEUTRAL
@tatianaporfin @graciaalzaga Eso es lo que a vos te hacen creer , el machismo y el hembrismo matan .;NEGATIVO
"@ElTurnerCat Estos pelaitos creen que por ser críticos ante estas ""defensoras del género"" que en realidad lo único que hacen es ofender a los hombres, a las mujeres que no piensan como ellas y destilar una superioridad moral barata es hacer apología al machismo, definitivamente están muy mal";NEGATIVO
@Lalu85 Siiiii. Es un cínico. Huele a machismo por todos lados.;NEUTRAL
"@boulman9 @mjmonteiro_79 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Y sin embargo justificas que alguien quisiera vetar la libertad de la mujer para votar porque no elegiría a quienes opinaban como tú. 
Eso tiene más de machismo que de feminismo.";NEUTRAL
@lolacufre_ hay cosas que nos pasan por ser mujeres pero tambien hay cosas que nos pasan por pelotudas, esta mina ya tiene los ovarios maduros y para vender machismo con forma de empoderamiento es bastante viva, no le creo la víctima, no podés ser siempre la víctima, quizas seas una forra;NEGATIVO
"Feministas justificando el veto al voto femenino por parte de Victoria Kent y feministas criticando que una mujer haga con su cuerpo lo que quiera.
A mi eso me suena a machismo.";NEUTRAL
como firmar peticiones, alzar la voz, y sobre todo empezar por no ser parte del problema. por favor basta de machismo, racismo y homofobia. no se dan cuenta pero muchísimas personas lo hacen con la excusa de “es humor negro” o “es broma” pero tiene que parar. +;POSITIVO
@mahnuee A que llamas machismo! Aquí en Panamá?;NEUTRAL
"Matan a 1 hombre en otro país y apoyas las protestas, ""quemen todo"" dices. Matan a miles de mujeres en tu país y te pusiste a insultar a las mujeres que salieron a protestar ""ni ti mitis con mis minimintis"" les decías a ellas. 
Hipocresía, doble estándar o machismo?";POSITIVO
"Neta que mal se oyen diciendo “que no es igual “ que quemen una comandancia por matar a un afroamericano  (comparándolo con el mov feminista), 
que no es lo mismo decir que “que asco la sirenita negra” que el odio que le tenía el policia a esta persona #machismo #racismo es = ??";NEUTRAL
@FunkAd3 Tristemente cuando denuncian, se les ríen en la cara y le dicen ¿a usted le pegó una mujer? y hasta ahí queda el tema. Si no hay eficiencia para el maltrato contra la mujer, el mismo machismo hace banal las denuncias de maltrato contra el hombre.;NEGATIVO
"@RussiaIx @boulman9 @MarijoGD1 @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Entonces si mi pareja mujer me asesina por celos también es machista,¿No?
Los celos no son exclusivos del machismo, y a mi mi pareja me puede asesinar por creer que soy suya,no por ser mujer.";NEGATIVO
"@TTxikis @GorriPeli @UrkoGorka Tenéis tú, ""viki"", ""napal"" o ""sortu"" las pruebas del machismo, agresiones y abusos sexuales de Edurne????";NEGATIVO
@Sidoras_ Y no hay que replantear que los hombres en la Argentina trabajan 5 años más que las mujeres solo por el hecho de ser hombres? Esa es una desigualdad donde las mujeres tienen más beneficios, y vos le estás negando por qué decís que existe el machismo, que negador eh;NEGATIVO
@Puros_Problemas Somos productos sociales, funcionales al machismo, per, vamos aprendiendo, a patas en el traste, pero, aprendiendo.;POSITIVO
"@Ojoloconox Deja de inventar cosas,las mujeres trans no negamos sus problemas.
Solo que todos los problemas de las mujeres son importantes.
Las trans también sufrimos cosas como violaciones,acoso, machismo,trata de mujeres,etc.";POSITIVO
@Sidoras_ Hay que replantear las injusticias, el machismo y el hembrismo también, la violencia de género y la violencia infantil también, el racismo y la xenofobia también, entendés que una cosa no quita a la otra?;POSITIVO
"@Angel1Santillan @Edomex @LuchadorasMX Tristemente el encierro nos ha mostrado como el mexicano es doble moral y su ignorancia está a tope.
El machismo combinado con violencia es claro ejemplo de ello.";POSITIVO
"Tú juzgando las protestas del 8 y 9 de Marzo que exigen justicia por todas las mujeres asesinadas pero aplaudiendo las protestas que exigen justicia para George Floyd, es el mejor chiste que he visto.
Ay, el machismo y la hipocresía.";POSITIVO
Así como machísmo hoy día es un término peyoratívo, debería serlo tambien el feminísmo. Es pura lógica. El hecho que estas acusen a estos, no las hacen mejores ni más justas. Debería entonces el machísmo defenderse y contratacar. El tema es que aquellas disparan a cualquier lado.;NEGATIVO
"@Teresalopez97 @Minarkista @raul230280 Vale. El problema es q las ""leyes de odio"" son tan ambiguas q cualquier juez podría catalogar como ODIO cosas que no lo son, por ejemplo:
- Querer una regulación de la inmigración (racismo)
- Afirmar q la LOVG es una aberración jurídica (machismo)
- Algunas visiones d la Historia";NEUTRAL
@mjmonteiro_79 @boulman9 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb ¿En qué momento he dicho que no hay machismo?;NEUTRAL
@no_tlt El machismo hay que replantear. Qué soberbio che;POSITIVO
"@TruncNhi @SoniaVivasRive3 @LaFallaras Nací en el año 80, época en la que había muchísimo más machismo y menos educación que ahora.
Jamás maltrate a ninguna de mis parejas
Siempre las trato con igualdad,
Sin sumisión!
Soy el único hombre con casi 40 años que se comporta así?No lo creo!
Quien te maltrate está enfermo!";POSITIVO
Los hombres ahuevo quieren opinar , participar e imponer en un movimiento que ya se les dijo no les pertenece y neta les duele tanto , todo su machismo proyectado.;NEGATIVO
17. Porque incluso en eso el #machismo te tiene en sus filas y ni cuenta te has dado.;NEUTRAL
"Contra el racismo
Contra el machismo
Contra los femicidios 
Contra la homofobia

#AQuemarloTodo

#BlackLivesMatter 
#GeorgeFloydMurder";POSITIVO
@boulman9 @mjmonteiro_79 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Te estoy señalando que es hipócrita decir ser feminista y hacer algo que gran parte del movimiento rechaza, en este caso el explicarle a una mujer qué cosas son machistas o no. No he dicho nada de los que creen que el feminismo es lo contrario al machismo;NEUTRAL
Hasta en cuarentena las pibas siguen desapareciendo, la peor pandemia es el machismo;NEGATIVO
@ElefanteWithe @mxfhersoto ojala nunca te maten a una hija o una hermana solo por el hecho de ser mujer José...Por qué cuantas al año mueren al rededor del mundo a causa del machismo y todos se quedan mirando sin hacer nada? siempre encuentran una excusa para demostrar su misoginia ...;POSITIVO
@inmacorzoo Pero tú me has oído a mí alguna vez hablar de machismo o feminismo?;NEUTRAL
@vicky_sanchez11 Victoria tu sabes leer? Te he dicho que si te vas a argumentar con el bando contrario yo también lo se hacer muy bien. Doy gracias a Dios que no me ha dado tu mentalidad y tu manera de pensar y tengo realmente que defender, pudiendo salir del vocabulario “feminismo y machismo”;POSITIVO
@mentonigatriste El machismo no existe pedazo de pokemon con forma de pleimovil;NEGATIVO
@NataliaLpezSnc2 @boulman9 @MarijoGD1 @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Lo que tienen que ver los celos con el machismo nada, no? Esas cositas las ignoramos. Podéis hablar de crimen pasional como se decía antes y ya os vais metiendo más a la cueva.;NEUTRAL
@subelaradio Además dejen de ignorar la calidad del contenido y hacer como que no es verdad lo que digo,hace1 par de días un video mostraba 1 cuica en un supermercado lleno de comida atrás(en inglés)???? vean los videos antes de mostrarlos.Hay Hambre Injusticia Machismo Misoginia en todos lados;POSITIVO
@puradualidad Rasgos de racismo y machismo en nuestras construcciones sociales uwu;POSITIVO
@grisasexual Pues si, el feminismo fue un factor para que cosas como el sexismo o el machismo sea mal visto o cosas asi, al menos que yo sepa...pero si, el movimiento a estas alturas debe desaparecer a la de ya, y viendo que esto va estar en libros de historia, aún peor...;NEUTRAL
puedo llegar a entender q el machismo también afecta a los hombres pero de ahí a que no te hagas ver enfermito, ya te va a volver todo y voy a estar en primera fila riendome de vos;NEGATIVO
@elotrogarzon @_anapastor_ No me vayais luego a pedir la rentita ehh??que los que tanto ladrais luego sois los primeros en hacer cola , lo peor que le pasa a este pais es gente que apoya el machismo, que se salta la democracia y que apoya ultraderechistas saltandose todo a la torera;NEGATIVO
Me tope en  twitter con el museo mexicano @del_machismo el cual en sus siglas resume actitudes que dejan mucho que desear pensar y hacer MMM... así que cuando veas un machismo ante la indignación no olvides ejercer un mmm... y una digna acción;NEUTRAL
"Por qué ustedes los hombres están mal con las mujeres porque ustedes los hombres son malos con las mujeres les explico ahora el significado del hombre malo puertorriqueño:

Maltrata Exíje Grita Ordena
(Machismo) (Machista)";NEGATIVO
No nos olvidemos que en México también hay un racismo impresionante, clasismo, machismo, homofobia...;NEUTRAL
@HaNNa_CC @Lina_Tejeiro Además que ella nunca hizo nada malo. Pero ese machismo que abunda en Colombia no ayuda en nada y empeora todo!;NEUTRAL
"@_Birdicita @MadandStranger @weepergirl @paauulzz siento que estes tan dolido
ni el racismo ni el machismo mejoran la vida, ni conceden privilegios, al hombre pobre blanco";NEUTRAL
@_BarbieGuzman @carrojas91 @Duran12D Machismo**;NEGATIVO
Esta con madre que en Mexico estén dando a poyo y compartiendo lo sucedido con George Floyd, pero creo que debemos de poner en discusión nuestros propios problemas antes de protestar por los demás (no solo de racismo, sino de clásismo y machismo).;POSITIVO
@graciaalzaga Ni es lo mismo, ni se escribe igual. La lucha del Feminismo es respetable, pero la mayoría fomentan hembrismo que en resumen es lo mismo que el machismo en su lado de la cancha. Los afroamericanos solo reclamamos nuestros  derechos, no imponemos caprichos.;POSITIVO
soy yo o el machismo en la calle como que se ha disparado después de la cuarentena?;NEUTRAL
@SIncomun @emicaza @sanchezcastejon Nos va la vida. No sé si tienes hijas, hermanas o nietas. Piensa en ellas, si no piensas en ti. El machismo mata. Y es como la enfermedad, le puede tocar a cualquiera ser su víctima.;POSITIVO
"Hay una correlación entre el racismo, la homofobia, el machismo y la aporofobia: 
Las padecen la misma persona.

Fuente: No he encontrado alguien que sea un punto atípico.";NEUTRAL
@Ana43033809 @Cmt1492gmailco1 @Sybilaa @davidsantosvlog Sí, solo que el hembrismo no existe a nivel estructural y el machismo sí;NEUTRAL
"Los manes que me dicen ""no te la vas a coger salu2"" por reprochar el machismo me dan miedo. 

Les es imposible pensar que uno tiene criterio propio sino que actúa y vive en función de querer tener sexo con alguien. 

Y después se quejan de que les digan violadores en potencia.";NEGATIVO
@SinSombraH @peru21noticias Y seguro se burlaron del hombre por ser golpeado por una mujer, lo que significa que en ambos casos las denuncias son desestimadas por machismo.;NEUTRAL
@PajaritoDeIvan Todo lo que quiera pero se un machismo y una misoginia sorprendente. Debería ser objetivio con este sujeto que ha hecho comentarios ofensivos a las mujeres;NEUTRAL
"A propósito del nuevo capítulo de Matarife.

Estoy seguro que hurgando bien le van a encontrar varios guardados al delator ese. Todos los machitos tenemos una historia jodida en nuestro pasado.

Si en público ha demostrado su cruento machismo y sexismo, no me imagino el resto.";NEUTRAL
@LadyCarmilla19 @laguipikiyokian @kaktovpain No, el sexo no es mismo que el género, las mujeres tenemos vulva, las mujeres trans tiene pene (lo mismo con el sexo contrario). Y si, el machismo afecta a toda la sociedad, pero no de la misma manera. No es la misma opresión la de una mujer trans que la de una mujer biológica;POSITIVO
"@Sssalamandra_ Tu comentario está muy fuera de lugar. Lo que él dice es cierto, muchas veces son las mismas mujeres las que perpetúan el machismo, puso un pequeño ejemplo de eso, está situación no es secreto para nadie.

Amiga, deberías mejorar tu comprensión lectora, que anda MUY mal.";NEUTRAL
Que bonitos se ven todos indignados por lo de Minneapolis ESPERANCITOS, pero cuando esto sucede en nuestro país por cualquier otra razón...feminismo, machismo, clasismo, racismo... allí andan mamando con que “No son las formas”.;NEGATIVO
@NataliaLpezSnc2 @boulman9 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Decir que no hay machismo en la actualidad es fascista repito... Miles de cosas.. Comentarios actos.. Mujeres muertas... Ojalá y llegue el día en el que el feminismo no sea necesario... Negarlo es como negar el racismo etc..de hecho que tú digas estas cosas te retrata;POSITIVO
@EdMendezV1 Las probabilidades de revertirla correctamente son de un 85%, y aunque fuera un 0%, mientras estés vivo, siempre podrás hacerte una biopsia, sacar el esperma y tener hijos. Lo suyo no es machismo ni ciencia, yo no sé qué es xd;POSITIVO
Cuando todo el mundo dice que no hay machismo.. Yo me rio y digo como si jamas hubieran estornudado!;POSITIVO
3/3 Manejo que se está dando al covid19 y una política que se cree intocable al pedirle que pusiera atención a la explicación se ofende y se sube al carrito para acusar de misoginia, agresividad, machismo y cuánto calificativo se le ocurrió...pregunto: no se cansan de chingar?;NEGATIVO
@rpascualverdu Discrepo, parcialmente, contigo. Me da que la mayoría de casos no es tanto racismo como aporomisia (esto es, odio hacia los pobres) salpicado de xenomisia y machismo. Si el vecino negro es médico o ingeniero cubano, tendrá menos problemas que si es mantero o limpiadora burkinesa.;NEUTRAL
@lensiano80 Lo mismo, que la chica con el cártel que decía, el machismo mata más que el coronavirus.;POSITIVO
@MarthaTagle @HLGatell @WeraReynoso @senadomexicano Cuando los argumentos faltan hay quien hace uso de campañas de odio, arguyendo que se es víctima del machismo y de violencia de género, el López Gatell ha precisado la separación del ámbito médico y el político, aquien cuestiona sin ser especialista demuestra es desconocimiento;NEUTRAL
"Desconoce de facto luchas sociales, especialmente de las mujeres que nos abanderamos contra el machismo y que no adoramos producciones hechas por quienes ejercen ese machismo.
Te invito a que al menos conozcas esa Colombia de la que tanto hablas, Sara. Así ganarías más precisión.";POSITIVO
@AbelitoPanama Antisemetismo? Jaja excusa, para que no sean castigados, los pobres que atraparon en la calle diría que fue por clasismo y si en su mayoría eran negros diría que racismo y además mujeres machísmo? Todo aquel que incumple que paguen la irresponsabilidad sin fueros y ni privilegios;POSITIVO
"@sidechlrine No decide apoyar,se incluye por tener vagina y se hace llamar hembra humana.
A ver,un chico trans no sufre lo mismo que vos aunque tenga vagina, porque lo leen como hombre,en cambio las trans sufrimos acosó, violaciones, machismo,trata de mujeres trans,etc.";POSITIVO
@WeraReynoso @HLGatell JAJAJA no justifique que la hayan pendejeado sabroso con machismo, señora. Su ignorancia no le da derecho a su defensa sin argumentos;NEGATIVO
Muchos se quedaron en la misma arenga repetida hasta el cansancio. Se quedaron con los cantos y con las prácticas que tanto criticaban. Cantan pero se quedaron con su machismo, misoginia, homofobia y corrupción.;NEUTRAL
@PortillogMayra @HLGatell Vi completo el vídeo y he visto muchas de las conferencias, su respuesta no fue diferente que a cualquiera, sea hombre o mujer, el argumento de machismo no cabe, lo que si debería de familiarizarse los del PAN es con el término atención.;NEUTRAL
ven como su machismo sigue arraigadisimo?;NEUTRAL
@alo_miami Salvando las distancias y sabiendo que no es comparable me recuerda a cuando a las mujeres se nos dice que somos unas exageradas ante el machismo. Cuando algo es tan estructural cuesta mucho romper los esquemas, más aún si eres parte de los privilegiados.;NEUTRAL
@Carloslopezjone El mismo que pedía al movimiento feminista no dañar objetos por ser víctimas del imperante y violento machismo Mexicano, se sube a pisotear una silla con más años que todo su gabinete junto, eso ya es mucho decir de su antigüedad y por lo tanto valor;NEUTRAL
@aleetsgleez Justo empezó por ahí, cuando llegue yo le estaban diciendo a Alan cosas del machismo y dijo que te necesitaba a ti para hablar de eso y Angela le dijo que porque conmigo no y dijo eso;POSITIVO
@boulman9 @RussiaIx @NataliaLpezSnc2 @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Ni hace 40 años ni ahora una española vivía peor que una Irani, no te confundas. Ahora hay muchas mujeres que se sienten empoderadas por hacer lo mismo, así que dónde está el machismo? En ellas también, no?;POSITIVO
@NataliaLpezSnc2 @mjmonteiro_79 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Es que me acabas de dar la razón, muchos creen que el feminismo es el opuesto del machismo, es decir que la mujer quiere ser superior de hecho conozco gente que piensa así, te doy más datos sobre que es el machismo, el subdirector del departamento donde trabajo......;NEUTRAL
Y que te trata como alguien débil que no puede hacer las cosas sola, sin el. Wtf? Falta tanto que limpiar del machismo ??;POSITIVO
"No dejarte buscar tus propias opciones de médicos, crea una dependencia, y no me había percatado que es otro machismo que se viste de alguien ""bueno"" que invalida tu opinión";POSITIVO
Amigos, cuando uno cree que ya ah detectado el machismo, solo por alguien que grita verbalmente, es violento pero más notable derrepente te cruzas con otro tipo de hombre en la vida;POSITIVO
@jgustavoguzmanv @marcovig_il @valentinamdt2 @chofsconeja (+) lo mismo que paso con el movimiento feminista, y es ahi cuando te cerró el hocico, porque te demostró que hicieron lo mismo, los afroamericanos y las mujeres, solo que una fue por racismo y otra fue por machismo. Y le diste la razon al tweet de la chica. Quedaste asi:????;NEGATIVO
@SGBJavi @El_Viejo_Mundo @mayorcete Madre mía, no había visto desde hace mucho algo de este calibre. Machismo, Homofobia... Joder voy a tardar en recuperar la cordura. Después de esta cantidad de estereotipos trasnochados.;NEUTRAL
"Hablo tres idiomas: 
Castellano, Clarito y a la Cara.  

Contra el machismo 
NO es NO 
Y lo demás patada en los cojones!!!";NEUTRAL
@webratuwu @sofilopiccolo @Kyaraa_06 @LupeBatallan2 sorry por meterme (igual me aparecen las notificaciones asi que..) pero el feminismo de antes no es el mismo que el de ahora, nosotras tenemos oportunidades ahora, que nos la critique el machismo es otra cosa pero antes ni siquiera podiamos estudiar por ser mujeres.;POSITIVO
@sandratxula @nortecastilla Ya te digo! Pobre mujer. Aunque habría que determinar si el que realizó el tocamiento fue un hombre o una mujer atrapada en el cuerpo de un hombre, con lo cual ya lo sería machismo si no lesbianismo radical lgtbi. Yo te creo hermana!;POSITIVO
@yoshgawen @alfondiabolo4T @MarkoCortes @makugo Miren @Mzavalagc esto si es machismo y misoginia, y es de un PANISTA, @SenadoresdelPAN, de risa todos ustedes. Por cierto van a generar alguna propuesta sensata en algún momento, nos salen carísimos para estar haciendo berrinches y rebuznando por todo.;POSITIVO
Si Escucháis el trailer se nota machismo que es Sawano;NEUTRAL
@TTxikis Pruebas de su machismo acoso y maltrato????;POSITIVO
@rodri_pinell22 @antoniothinks_ @floreziwi @raulicb1 JAJAJAJAA amigo y los policías a cuantos han matado por machismo? Ah y btw en sus protestas no matan a ninguna persona inocente, solo buscan justicia por las vidas inocentes que ellos sí están perdiendo a causa del racismo;POSITIVO
Pregunta por nuestros país no solo tiene nombre de damas dios nos bendijo con mujeres muy luchadores preparadas emprendedoras el día que entendamos que el machismo es una idiotez es capaz que un muy calificada dama cambie el rumbo de esta bella nación y la lleve a ser mejor país;POSITIVO
"Tolerar el racismo, es racismo. 
Tolerar el machismo, es machismo. 
Tolerar la homofobia, es homofobia.";POSITIVO
@boulman9 @mjmonteiro_79 @FernandoBardera @guillermo_663 @jess_pozo @JoaquimBoschGra @6b47e7642cda4fb Explicándome lo que es el feminismo y el machismo, algo que gran parte de las feministas no concebirían al ser yo mujer. Repito, a mi me da igual pero la hipocresía no.;NEUTRAL
@VICTORI43762463 @El_Plural Es un ataque del machismo histórico al 8M y al gobierno;POSITIVO
"@TTxikis Por ahora no hay más denuncia que la de Boro. El resto son conjeturas tuyas hasta que no demuestres ""su machismo y sus agresiones a mujeres"". Y l@s acusadores sin pruebas suelen ser bastante mierdos@s.";POSITIVO
@Sybilaa @davidsantosvlog Y tú Carolina, eres el principal problema que tenéis las mujeres, si los partidos que luchan por vuestros derechos y porque no murais, os parecen mal, estáis abocadas al machismo más puro. Es por eso que eligen mujeres psicópatas para representar a las mujeres en la derecha;NEGATIVO
Estuve haciendo revisionismo de ficciones de los gloriosos 90. El nivel de machismo y homofobia que manejan hoy dan vergüenza ajena.;POSITIVO
"@LicRubenRuelas @susy7814 Es decir usted se burlaría se su hijo, lo humillaria y después con displicensia le diría que ""eso es de mujeres"" y que por ser de mujeres es malo ¿Si? 

Machismo, homofobia y misoginia en un solo comportamiento.";POSITIVO
@__yutaffect Ay, si lees bien te das cuenta que no tengo en nada contra de los chicos jaja, al contrario repito en más de una ocasión que se lo merece (al igual que todos) solo que esta free promo es machismo laboral y no hay nada que digas o digan que me hagan cambiar de opinión;NEUTRAL
@Neratzia Ojalá las feministas dejarais de pelearos tanto entre vosotras y lucharais juntas contra el machismo;POSITIVO
cómo les externo el machismo que radica en este lugar u.u;POSITIVO
@MegaErre y esto a cuento de qué? te burlas acaso? flipo con el machismo...... ..........;NEGATIVO
Anyways, el machismo laboral es algo que se ve día a día y el kpop no es una excepción, pero si van a desperdiciar el talento y carisma que alcanzaron mundialmente 4 chicas espléndidas al menos promocionen #SourCandy, just that.;POSITIVO
@Cinthia73077482 @Castillo_DFC @del_machismo Una elección? De quién?;NEUTRAL
"@chuuuberrys ambos. 
pero primero el machismo.";NEUTRAL
@NoEncuentroNah ¿y por qué debería de combatirse el género? ¿no debería combatirse el machismo? Las experiencias que vivimos las personas trans nb tienen cosas en común, por eso mismo existen los géneros nb. Además, la comunidad LGBT+, apesar de que busquemos un fin en común, no todos apoyan lo;POSITIVO
"@__yutaffect Nadie dijo lo contrario xd, comprensión lectora por favor.
No digo que no se lo merece por que claro que sí, se trata de una clara injusticia inclusive machismo laboral, nada más.";NEUTRAL
@Mei_Ubermensch Para mi es un problema de falta de educación, con resultado de machismo y maltrato. No se me ocurriría y mi mujer no me aceptaría ni 1 sola. Tenéis q distinguir entre hombría y mala educación. El primero es aceptable, lo segundo arruina una relación, mas cuando acaba la pasión.;NEUTRAL
"Me refiero a los del ""ni feminismo ni machismo, igualdad"" o los "" not only black, all lives matter""";NEUTRAL
@maruchavez @andytalcual Machismo se escribe con M de mamá. Aunque no lo crean.;NEGATIVO
"@kiriku111 @protestona1 Sí los hace machistas negar el machismo y la violencia gen. 
A sus ojos es un delirio de los demás q se ve que nos dan algo en el agua... El patriarcado debe seguir siendo lo ""normal"". (Que haya feminismos extremos, de discurso agresivo... pues sí. Y dan tanta pena como repelús).";NEUTRAL
"@Opalosouljam @aluksicc @biobio Suena bastante absurdo  lo de ""acosarla por tener un bebé"" y lo de ""criticar desde el machismo"". ¿Que se sabe de su profesionalismo? Acaso hizo algún reportaje que trascendiera época o ganó algún premio de periodismo importante? Donde se tituló de periodista? ??";NEUTRAL
@Sogtul666 cuando el machismo es positivo, ahí no dicen nada??;NEGATIVO
Ok pero por qué alaban las marchas estadounidenses y critican las marchas feministas en México? Analicen su machismo/malinchismo;NEUTRAL
"@whenimetminmin @hey4ce Por eso mismo los hombres trans no pueden entrar al feminismo,aunque tengan vagina.
En cambio las trans si,sufrimos machismo, violaciones,acoso,trata de mujeres trans,etc.
Los hombres trans no";POSITIVO
Si quieren entrar, es proyecto sobre desnaturalización del machismo a través de la intervención social desde la comunicación social ??;NEUTRAL
"@JorgeWaititi Por desgracia, amigo Jorge, muchos de quienes siguen un partido o una ideología conocen el programa ni el trasfondo de esa ideología.

Pero a parte de eso, aunque a ellos no les importe el machismo a mi sí me importa señalar que lo apoyan.";POSITIVO
"Que el patriarcado haya ido en nuestro favor, no quiere decir que el machismo nos beneficie en todos los aspectos.
Callamos y reprimimos mierdas que se dan por hecho que no nos afectan y al final terminamos jodidos.";NEGATIVO
@Milenio El machismo de Carlos Marín hablando de machismo .... jaaaa;NEGATIVO
“En lugar de hacer tik toks compren un kg de masa y pónganse a hacer tortillas, bola de huevonas ridículas” exclamó el príncipe ???? y su princesa ???? se ríe con él porque ha normalizado su machismo.;NEGATIVO
@Carnaina Nah, eso son chorradas que se han inventado en la cuarta ola. Cualquiera que defienda los derechos de las mujeres y esté en contra del machismo es feminista.;NEGATIVO
En lo personal no apoyo la anarquía ni la violencia. Sin embargo las injusticias, el racismo institucionalizado y me atrevo decir el machismo latente que se vive y se aplaude en este país tiene que parar.;POSITIVO
@LOVREGA Contesten hipócritas dónde están las feministas a modo? donde andas Borolas y la chupitos de Margara? para acabar pronto dónde estás partido de mierda PAN bola de ojetes,  esto es machismo puro , esto es majaderia, sigan cavando su tumba en 2021 ni un voto a este pinche partido.;NEGATIVO
"@dylanxseokjin Por el video borrado de como (tiramisú) sin dolor, se ve que usar el humor negro ya no les causa gracia y tachan cualquier chiste como racismo, homofobia, transfobia, machismo, etcétera.

Todos downs";NEUTRAL
"@jimealbe @Wanda_VB El problema no es que no tenga un superpoder. El problema es que se pone de manifiesto que no es feminista, que siga accionando por el machismo y se haya embanderado una causa que le quedaba enorme y termine dando un mensaje nefasto a las pibas que le creían.
No fue mi caso jamás";NEGATIVO
@GoldAitana @laguipikiyokian @kaktovpain Al nacer con vulva te asignan ser mujer. Pero hay personas con vulva que son hombres, y en el momento que son leídos como tal, el machismo no les oprime. A quien si que le afecta el machismo es a las mujeres, que pueden tener vagina o pene o ambos genitales en algunos casos.;POSITIVO
@errequerre19 @Petite_Yulia Tu comentario lo tiene todo: machismo, clasismo, fascismo y capacitismo. Estarás contento. Ya decía yo que posteabas en anónimo;POSITIVO
@AdriancBrizuela El colectivo de los hombres tampoco se toca los huevos y se los huele. Estas generalizando al pedo. Y el feminismo, personalmente, no me molesta. Ser roñosa, sucia e impresentable no es feminismo ni tampoco machismo.;POSITIVO
@Notetrago20 @Pablolinde Y a las españolas que les den por culo claro..el facherío siempre aflora en machismo..?????? #NiUnaMenos #NiUnaMas #igualdad #lenguajeinclusivo #mujeres;NEUTRAL
@Ale_Key1980 @Dana_Corres Son chistosisimas tienen un delirio de persecución durisimo, a todo le ven opresión, violencia, imposición, intolerancia y machismo... Y curiosamente no se dan cuenta que ellas son las que hacen uso de todos esos términos siempre ?????;NEUTRAL
tolerar el racismo es racismo, tolerar el machismo es machismo, tolerar el fascismo es fascismo... A ver si se os mete en el cabezoo;POSITIVO
@TorreDisidente @PabloIglesias Si tenias razón en algo la pierdes con la primera frase, en vez de eslomarte tanto a trabajar mirate lo del machismo;NEUTRAL
@VictorVinsmoke @MarMagn1 @Viiiitiiii Segun la rae las mujeres somos el sexo dèbil i el adjetivo fàcil es solo para nosotras. El machismo i la homofobia estan en todas partes??;POSITIVO
